frame,n_detections,track_id,x,y,vx,vy,label,hits,frames_missing,confirmed,total_fibers_so_far,total_amorphous_so_far
99,4,15,653.31,163.88,16.656,-0.062,fiber,7,2,True,4,11
99,4,16,469.0,158.0,-19.125,-6.875,fiber,4,0,True,4,11
99,4,17,199.0,109.0,-41.5,1.75,fiber,4,0,True,4,11
99,4,18,249.0,166.0,0.0,0.0,fiber,1,0,False,4,11
100,4,14,91.0,262.0,-43.708,0.19,amorphous,17,0,True,4,12
100,4,15,669.97,163.81,16.656,-0.062,fiber,7,3,True,4,12
100,4,16,462.0,156.0,-13.062,-4.438,amorphous,5,0,True,4,12
100,4,17,150.0,107.0,-45.25,-0.125,fiber,5,0,True,4,12
100,4,18,186.0,159.0,-63.0,-7.0,fiber,2,0,True,4,12
101,4,14,114.0,260.0,-10.354,-0.905,amorphous,18,0,True,3,13
101,4,15,686.62,163.75,16.656,-0.062,fiber,7,4,True,3,13
101,4,16,470.0,157.0,-2.531,-1.719,amorphous,6,0,True,3,13
101,4,17,175.0,110.0,-10.125,1.438,fiber,6,0,True,3,13
101,4,18,193.0,153.0,-28.0,-6.5,amorphous,3,0,True,3,13
102,3,14,113.0,256.0,-5.677,-2.452,amorphous,19,0,True,3,13
102,3,15,703.28,163.69,16.656,-0.062,fiber,7,5,True,3,13
102,3,16,467.47,155.28,-2.531,-1.719,amorphous,6,1,True,3,13
102,3,17,206.0,108.0,10.438,-0.281,fiber,7,0,True,3,13
102,3,18,213.0,144.0,-4.0,-7.75,amorphous,4,0,True,3,13
103,3,14,28.0,256.0,-45.338,-1.226,amorphous,20,0,True,3,13
103,3,16,464.94,153.56,-2.531,-1.719,amorphous,6,2,True,3,13
103,3,17,323.0,161.0,63.719,26.359,fiber,8,0,True,3,13
103,3,18,64.0,143.0,-76.5,-4.375,amorphous,5,0,True,3,13
104,2,14,-17.34,254.77,-45.338,-1.226,amorphous,20,1,True,4,12
104,2,16,462.41,151.84,-2.531,-1.719,amorphous,6,3,True,4,12
104,2,17,252.0,163.0,-3.641,14.18,fiber,9,0,True,4,12
104,2,18,23.0,112.0,-58.75,-17.688,fiber,6,0,True,4,12
105,1,14,-62.68,253.55,-45.338,-1.226,amorphous,20,2,True,4,12
105,1,16,459.88,150.12,-2.531,-1.719,amorphous,6,4,True,4,12
105,1,17,241.0,164.0,-7.32,7.59,fiber,10,0,True,4,12
105,1,18,-35.75,94.31,-58.75,-17.688,fiber,6,1,True,4,12
106,2,14,-108.02,252.32,-45.338,-1.226,amorphous,20,3,True,3,13
106,2,16,457.34,148.41,-2.531,-1.719,amorphous,6,5,True,3,13
106,2,17,273.0,164.0,12.34,3.795,fiber,11,0,True,3,13
106,2,18,28.0,125.0,-28.125,-5.594,amorphous,7,0,True,3,13
107,2,14,-153.35,251.1,-45.338,-1.226,amorphous,20,4,True,3,13
107,2,17,228.0,165.0,-16.33,2.397,fiber,12,0,True,3,13
107,2,18,8.0,137.0,-24.062,3.203,amorphous,8,0,True,3,13
108,1,14,-198.69,249.87,-45.338,-1.226,amorphous,20,5,True,3,13
108,1,17,134.0,166.0,-55.165,1.699,fiber,13,0,True,3,13
108,1,18,-16.06,140.2,-24.062,3.203,amorphous,8,1,True,3,13
109,1,17,109.0,165.0,-40.083,0.349,fiber,14,0,True,3,13
109,1,18,-40.12,143.41,-24.062,3.203,amorphous,8,2,True,3,13
110,1,17,106.0,168.0,-21.541,1.675,fiber,15,0,True,3,13
110,1,18,-64.19,146.61,-24.062,3.203,amorphous,8,3,True,3,13
111,1,17,126.0,171.0,-0.771,2.337,fiber,16,0,True,3,13
111,1,18,-88.25,149.81,-24.062,3.203,amorphous,8,4,True,3,13
112,0,17,125.23,173.34,-0.771,2.337,fiber,16,1,True,3,13
112,0,18,-112.31,153.02,-24.062,3.203,amorphous,8,5,True,3,13
113,1,17,124.46,175.67,-0.771,2.337,fiber,16,2,True,3,13
113,1,19,625.0,229.0,0.0,0.0,amorphous,1,0,False,3,13
114,1,17,123.69,178.01,-0.771,2.337,fiber,16,3,True,3,14
114,1,19,600.0,227.0,-25.0,-2.0,amorphous,2,0,True,3,14
115,1,17,122.92,180.35,-0.771,2.337,fiber,16,4,True,3,14
115,1,19,614.0,225.0,-5.5,-2.0,amorphous,3,0,True,3,14
116,0,17,122.15,182.69,-0.771,2.337,fiber,16,5,True,3,14
116,0,19,608.5,223.0,-5.5,-2.0,amorphous,3,1,True,3,14
117,1,19,476.0,214.0,-37.25,-3.75,amorphous,4,0,True,3,14
118,1,19,390.0,208.0,-61.625,-4.875,amorphous,5,0,True,3,14
119,1,19,344.0,209.0,-53.812,-1.938,amorphous,6,0,True,3,14
120,1,19,369.0,209.0,-14.406,-0.969,amorphous,7,0,True,3,14
121,1,19,346.0,211.0,-18.703,0.516,amorphous,8,0,True,3,14
122,1,19,186.0,209.0,-89.352,-0.742,amorphous,9,0,True,3,14
123,2,19,108.0,213.0,-83.676,1.629,amorphous,10,0,True,3,14
123,2,20,589.0,255.0,0.0,0.0,fiber,1,0,False,3,14
124,2,19,90.0,214.0,-50.838,1.314,amorphous,11,0,True,4,14
124,2,20,569.0,260.0,-20.0,5.0,fiber,2,0,True,4,14
125,1,19,39.16,215.31,-50.838,1.314,amorphous,11,1,True,3,15
125,1,20,607.0,254.0,9.0,-0.5,amorphous,3,0,True,3,15
126,1,19,-11.68,216.63,-50.838,1.314,amorphous,11,2,True,4,14
126,1,20,460.0,247.0,-69.0,-3.75,fiber,4,0,True,4,14
127,1,19,-62.51,217.94,-50.838,1.314,amorphous,11,3,True,4,14
127,1,20,377.0,243.0,-76.0,-3.875,fiber,5,0,True,4,14
128,1,19,-113.35,219.26,-50.838,1.314,amorphous,11,4,True,4,14
128,1,20,321.0,237.0,-66.0,-4.938,fiber,6,0,True,4,14
129,1,19,-164.19,220.57,-50.838,1.314,amorphous,11,5,True,4,14
129,1,20,337.0,233.0,-25.0,-4.469,fiber,7,0,True,4,14
130,1,20,353.0,229.0,-4.5,-4.234,fiber,8,0,True,4,14
131,2,20,228.0,228.0,-64.75,-2.617,fiber,9,0,True,4,14
131,2,21,596.0,188.0,0.0,0.0,fiber,1,0,False,4,14
132,2,20,122.0,221.0,-85.375,-4.809,fiber,10,0,True,5,14
132,2,21,499.0,188.0,-97.0,0.0,fiber,2,0,True,5,14
133,2,20,84.0,216.0,-61.688,-4.904,fiber,11,0,True,5,14
133,2,21,448.0,195.0,-74.0,3.5,fiber,3,0,True,5,14
134,2,20,124.0,209.0,-10.844,-5.952,fiber,12,0,True,5,14
134,2,21,476.0,198.0,-23.0,3.25,fiber,4,0,True,5,14
135,3,20,117.0,209.0,-8.922,-2.976,fiber,13,0,True,5,14
135,3,21,436.0,204.0,-31.5,4.625,fiber,5,0,True,5,14
135,3,22,50.0,209.0,0.0,0.0,amorphous,1,0,False,5,14
136,1,20,246.0,214.0,60.039,1.012,fiber,14,0,True,5,14
136,1,21,404.5,208.62,-31.5,4.625,fiber,5,1,True,5,14
136,1,22,50.0,209.0,0.0,0.0,amorphous,1,1,False,5,14
137,1,20,306.04,215.01,60.039,1.012,fiber,14,1,True,5,15
137,1,21,373.0,213.25,-31.5,4.625,fiber,5,2,True,5,15
137,1,22,144.0,214.0,47.0,2.5,amorphous,2,0,True,5,15
138,1,20,366.08,216.02,60.039,1.012,fiber,14,2,True,5,15
138,1,21,341.5,217.88,-31.5,4.625,fiber,5,3,True,5,15
138,1,22,129.0,216.0,16.0,2.25,amorphous,3,0,True,5,15
139,1,20,426.12,217.04,60.039,1.012,fiber,14,3,True,5,15
139,1,21,310.0,222.5,-31.5,4.625,fiber,5,4,True,5,15
139,1,22,173.0,219.0,30.0,2.625,amorphous,4,0,True,5,15
140,1,20,486.16,218.05,60.039,1.012,fiber,14,4,True,5,15
140,1,21,278.5,227.12,-31.5,4.625,fiber,5,5,True,5,15
140,1,22,33.0,227.0,-55.0,5.312,amorphous,5,0,True,5,15
141,0,20,546.2,219.06,60.039,1.012,fiber,14,5,True,5,15
141,0,22,-22.0,232.31,-55.0,5.312,amorphous,5,1,True,5,15
142,0,22,-77.0,237.62,-55.0,5.312,amorphous,5,2,True,5,15
143,0,22,-132.0,242.94,-55.0,5.312,amorphous,5,3,True,5,15
144,0,22,-187.0,248.25,-55.0,5.312,amorphous,5,4,True,5,15
145,0,22,-242.0,253.56,-55.0,5.312,amorphous,5,5,True,5,15
149,1,23,613.0,256.0,0.0,0.0,amorphous,1,0,False,5,15
150,1,23,571.0,257.0,-42.0,1.0,amorphous,2,0,True,5,16
151,1,23,542.0,258.0,-35.5,1.0,amorphous,3,0,True,5,16
152,1,23,547.0,257.0,-15.25,0.0,amorphous,4,0,True,5,16
153,1,23,580.0,251.0,8.875,-3.0,amorphous,5,0,True,5,16
154,1,23,492.0,257.0,-39.562,1.5,amorphous,6,0,True,5,16
155,1,23,437.0,258.0,-47.281,1.25,amorphous,7,0,True,5,16
156,1,23,418.0,260.0,-33.141,1.625,amorphous,8,0,True,5,16
157,1,23,428.0,259.0,-11.57,0.312,amorphous,9,0,True,5,16
158,1,23,417.0,254.0,-11.285,-2.344,amorphous,10,0,True,5,16
159,1,23,289.0,257.0,-69.643,0.328,amorphous,11,0,True,5,16
160,1,23,206.0,261.0,-76.321,2.164,amorphous,12,0,True,5,16
161,1,23,189.0,264.0,-46.661,2.582,amorphous,13,0,True,5,16
162,1,23,205.0,259.0,-15.33,-1.209,amorphous,14,0,True,5,16
163,3,23,182.0,258.0,-19.165,-1.104,amorphous,15,0,True,5,16
163,3,24,119.0,259.0,0.0,0.0,amorphous,1,0,False,5,16
163,3,25,612.0,84.0,0.0,0.0,amorphous,1,0,False,5,16
164,2,23,162.83,256.9,-19.165,-1.104,amorphous,15,1,True,5,18
164,2,24,44.0,261.0,-75.0,2.0,amorphous,2,0,True,5,18
164,2,25,506.0,82.0,-106.0,-2.0,amorphous,2,0,True,5,18
165,2,23,143.67,255.79,-19.165,-1.104,amorphous,15,2,True,5,18
165,2,24,15.0,257.0,-52.0,-1.0,amorphous,3,0,True,5,18
165,2,25,432.0,88.0,-90.0,2.0,amorphous,3,0,True,5,18
166,2,23,124.5,254.69,-19.165,-1.104,amorphous,15,3,True,5,18
166,2,24,16.0,258.0,-25.5,0.0,amorphous,4,0,True,5,18
166,2,25,433.0,95.0,-44.5,4.5,amorphous,4,0,True,5,18
167,2,23,105.34,253.58,-19.165,-1.104,amorphous,15,4,True,5,18
167,2,24,29.0,254.0,-6.25,-2.0,amorphous,5,0,True,5,18
167,2,25,489.0,92.0,5.75,0.75,amorphous,5,0,True,5,18
168,3,23,86.17,252.48,-19.165,-1.104,amorphous,15,5,True,5,18
168,3,24,338.0,94.0,151.375,-81.0,amorphous,6,0,True,5,18
168,3,25,416.0,95.0,-33.625,1.875,amorphous,6,0,True,5,18
168,3,26,582.0,309.0,0.0,0.0,fiber,1,0,False,5,18
169,2,24,489.38,13.0,151.375,-81.0,amorphous,6,1,True,6,18
169,2,25,241.0,97.0,-104.312,1.938,amorphous,7,0,True,6,18
169,2,26,486.0,303.0,-96.0,-6.0,fiber,2,0,True,6,18
170,3,24,465.0,203.0,107.438,-13.25,amorphous,7,0,True,5,19
170,3,25,153.0,99.0,-96.156,1.969,amorphous,8,0,True,5,19
170,3,26,443.0,304.0,-69.5,-2.5,amorphous,3,0,True,5,19
171,3,24,485.0,203.0,63.719,-6.625,amorphous,8,0,True,5,19
171,3,25,156.0,99.0,-46.578,0.984,amorphous,9,0,True,5,19
171,3,26,453.0,301.0,-29.75,-2.75,amorphous,4,0,True,5,19
172,2,24,548.72,196.38,63.719,-6.625,amorphous,8,1,True,5,19
172,2,25,159.0,96.0,-21.789,-1.008,amorphous,10,0,True,5,19
172,2,26,434.0,298.0,-24.375,-2.875,amorphous,5,0,True,5,19
173,4,24,317.0,202.0,-10.141,-3.562,amorphous,9,0,True,5,19
173,4,25,58.0,99.0,-61.395,0.996,amorphous,11,0,True,5,19
173,4,26,398.0,297.0,-30.188,-1.938,amorphous,6,0,True,5,19
173,4,27,19.0,98.0,0.0,0.0,fiber,1,0,False,5,19
174,2,24,272.0,203.0,-27.57,-1.281,amorphous,10,0,True,5,19
174,2,25,-3.39,100.0,-61.395,0.996,amorphous,11,1,True,5,19
174,2,26,389.0,295.0,-19.594,-1.969,amorphous,7,0,True,5,19
174,2,27,19.0,98.0,0.0,0.0,fiber,1,1,False,5,19
175,2,24,263.0,206.0,-18.285,0.859,amorphous,11,0,True,5,19
175,2,25,-64.79,100.99,-61.395,0.996,amorphous,11,2,True,5,19
175,2,26,387.0,298.0,-10.797,0.516,amorphous,8,0,True,5,19
175,2,27,19.0,98.0,0.0,0.0,fiber,1,2,False,5,19
176,2,24,305.0,204.0,11.857,-0.57,amorphous,12,0,True,5,19
176,2,25,-126.18,101.99,-61.395,0.996,amorphous,11,3,True,5,19
176,2,26,396.0,293.0,-0.898,-2.242,amorphous,9,0,True,5,19
176,2,27,19.0,98.0,0.0,0.0,fiber,1,3,False,5,19
177,1,24,316.86,203.43,11.857,-0.57,amorphous,12,1,True,5,19
177,1,25,-187.58,102.98,-61.395,0.996,amorphous,11,4,True,5,19
177,1,26,311.0,291.0,-42.949,-2.121,amorphous,10,0,True,5,19
177,1,27,19.0,98.0,0.0,0.0,fiber,1,4,False,5,19
178,3,24,518.0,184.0,59.179,-5.285,amorphous,13,0,True,6,19
178,3,25,-248.97,103.98,-61.395,0.996,amorphous,11,5,True,6,19
178,3,26,624.0,256.0,135.025,-18.561,amorphous,11,0,True,6,19
178,3,27,212.0,292.0,38.6,38.8,fiber,2,0,True,6,19
179,4,24,482.0,186.0,11.589,-1.643,amorphous,14,0,True,5,20
179,4,26,575.0,261.0,43.013,-6.78,amorphous,12,0,True,5,20
179,4,27,161.0,293.0,-6.2,19.9,amorphous,3,0,True,5,20
179,4,28,77.0,212.0,0.0,0.0,amorphous,1,0,False,5,20
180,4,24,489.0,189.0,9.295,0.679,amorphous,15,0,True,5,21
180,4,26,564.0,266.0,16.006,-0.89,amorphous,13,0,True,5,21
180,4,27,158.0,292.0,-4.6,9.45,amorphous,4,0,True,5,21
180,4,28,88.0,213.0,11.0,1.0,amorphous,2,0,True,5,21
181,4,24,515.0,192.0,17.647,1.839,amorphous,16,0,True,5,21
181,4,26,571.0,271.0,11.503,2.055,amorphous,14,0,True,5,21
181,4,27,163.0,286.0,0.2,1.725,amorphous,5,0,True,5,21
181,4,28,127.0,208.0,25.0,-2.0,amorphous,3,0,True,5,21
182,3,24,612.0,147.0,57.324,-21.58,amorphous,17,0,True,5,21
182,3,26,421.0,274.0,-69.248,2.527,amorphous,15,0,True,5,21
182,3,27,125.0,286.0,-18.9,0.862,amorphous,6,0,True,5,21
182,3,28,152.0,206.0,25.0,-2.0,amorphous,3,1,True,5,21
183,4,24,558.0,144.0,1.662,-12.29,amorphous,18,0,True,5,21
183,4,26,301.0,264.0,-94.624,-3.736,amorphous,16,0,True,5,21
183,4,27,108.0,281.0,-17.95,-2.069,amorphous,7,0,True,5,21
183,4,28,280.0,189.0,50.75,-5.75,amorphous,4,0,True,5,21
184,4,24,549.0,151.0,-3.669,-2.645,amorphous,19,0,True,5,21
184,4,26,248.0,258.0,-73.812,-4.868,amorphous,17,0,True,5,21
184,4,27,104.0,283.0,-10.975,-0.034,amorphous,8,0,True,5,21
184,4,28,261.0,187.0,15.875,-3.875,amorphous,5,0,True,5,21
185,4,24,573.0,147.0,10.165,-3.323,amorphous,20,0,True,5,21
185,4,26,265.0,254.0,-28.406,-4.434,amorphous,18,0,True,5,21
185,4,27,123.0,281.0,4.013,-1.017,amorphous,9,0,True,5,21
185,4,28,287.0,182.0,20.938,-4.438,amorphous,6,0,True,5,21
186,5,24,569.0,144.0,3.083,-3.161,amorphous,21,0,True,5,21
186,5,26,217.0,251.0,-38.203,-3.717,amorphous,19,0,True,5,21
186,5,27,101.0,279.0,-8.994,-1.509,amorphous,10,0,True,5,21
186,5,28,301.0,182.0,17.469,-2.219,amorphous,7,0,True,5,21
186,5,29,263.0,251.0,0.0,0.0,amorphous,1,0,False,5,21
187,3,24,572.08,140.84,3.083,-3.161,amorphous,21,1,True,5,21
187,3,26,110.0,186.0,-72.602,-34.359,amorphous,20,0,True,5,21
187,3,27,45.0,264.0,-32.497,-8.254,amorphous,11,0,True,5,21
187,3,28,435.0,155.0,75.734,-14.609,amorphous,8,0,True,5,21
187,3,29,263.0,251.0,0.0,0.0,amorphous,1,1,False,5,21
188,3,24,575.17,137.68,3.083,-3.161,amorphous,21,2,True,5,21
188,3,26,83.0,180.0,-49.801,-20.179,amorphous,21,0,True,5,21
188,3,27,57.0,279.0,-10.248,3.373,amorphous,12,0,True,5,21
188,3,28,394.0,155.0,17.367,-7.305,amorphous,9,0,True,5,21
188,3,29,263.0,251.0,0.0,0.0,amorphous,1,2,False,5,21
189,3,24,578.25,134.52,3.083,-3.161,amorphous,21,3,True,5,21
189,3,26,83.0,182.0,-24.9,-9.09,amorphous,22,0,True,5,21
189,3,27,56.0,280.0,-5.624,2.186,amorphous,13,0,True,5,21
189,3,28,389.0,156.0,6.184,-3.152,amorphous,10,0,True,5,21
189,3,29,263.0,251.0,0.0,0.0,amorphous,1,3,False,5,21
190,3,24,581.33,131.35,3.083,-3.161,amorphous,21,4,True,5,21
190,3,26,117.0,183.0,4.55,-4.045,amorphous,23,0,True,5,21
190,3,27,79.0,276.0,8.688,-0.907,amorphous,14,0,True,5,21
190,3,28,427.0,153.0,22.092,-3.076,amorphous,11,0,True,5,21
190,3,29,263.0,251.0,0.0,0.0,amorphous,1,4,False,5,21
191,3,24,584.41,128.19,3.083,-3.161,amorphous,21,5,True,5,22
191,3,26,121.55,178.96,4.55,-4.045,amorphous,23,1,True,5,22
191,3,27,32.0,279.0,-19.156,1.047,amorphous,15,0,True,5,22
191,3,28,378.0,154.0,-13.454,-1.038,amorphous,12,0,True,5,22
191,3,29,331.0,160.0,13.6,-18.2,amorphous,2,0,True,5,22
192,2,26,126.1,174.91,4.55,-4.045,amorphous,23,2,True,5,22
192,2,27,19.0,276.0,-16.078,-0.977,amorphous,16,0,True,5,22
192,2,28,364.55,152.96,-13.454,-1.038,amorphous,12,1,True,5,22
192,2,29,289.0,159.0,-14.2,-9.6,amorphous,3,0,True,5,22
193,2,26,130.65,170.87,4.55,-4.045,amorphous,23,3,True,5,22
193,2,27,18.0,277.0,-8.539,0.012,amorphous,17,0,True,5,22
193,2,28,351.09,151.92,-13.454,-1.038,amorphous,12,2,True,5,22
193,2,29,271.0,156.0,-16.1,-6.3,amorphous,4,0,True,5,22
194,2,26,135.2,166.82,4.55,-4.045,amorphous,23,4,True,5,22
194,2,27,21.0,278.0,-2.77,0.506,amorphous,18,0,True,5,22
194,2,28,337.64,150.89,-13.454,-1.038,amorphous,12,3,True,5,22
194,2,29,286.0,160.0,-0.55,-1.15,amorphous,5,0,True,5,22
195,2,26,139.75,162.78,4.55,-4.045,amorphous,23,5,True,5,22
195,2,27,27.0,276.0,1.615,-0.747,amorphous,19,0,True,5,22
195,2,28,314.0,156.0,-14.727,-0.269,amorphous,13,0,True,5,22
195,2,29,285.45,158.85,-0.55,-1.15,amorphous,5,1,True,5,22
196,1,26,198.0,165.0,9.025,-3.522,amorphous,24,0,True,5,22
196,1,27,28.62,275.25,1.615,-0.747,amorphous,19,1,True,5,22
196,1,28,299.27,155.73,-14.727,-0.269,amorphous,13,1,True,5,22
196,1,29,284.9,157.7,-0.55,-1.15,amorphous,5,2,True,5,22
197,1,26,153.0,166.0,-17.988,-1.261,amorphous,25,0,True,5,22
197,1,27,30.23,274.51,1.615,-0.747,amorphous,19,2,True,5,22
197,1,28,284.55,155.46,-14.727,-0.269,amorphous,13,2,True,5,22
197,1,29,284.35,156.55,-0.55,-1.15,amorphous,5,3,True,5,22
198,1,26,133.0,168.0,-18.994,0.369,amorphous,26,0,True,5,22
198,1,27,31.85,273.76,1.615,-0.747,amorphous,19,3,True,5,22
198,1,28,269.82,155.19,-14.727,-0.269,amorphous,13,3,True,5,22
198,1,29,283.8,155.4,-0.55,-1.15,amorphous,5,4,True,5,22
199,1,26,151.0,168.0,-0.497,0.185,amorphous,27,0,True,5,22
199,1,27,33.46,273.01,1.615,-0.747,amorphous,19,4,True,5,22
199,1,28,255.09,154.92,-14.727,-0.269,amorphous,13,4,True,5,22
199,1,29,283.25,154.25,-0.55,-1.15,amorphous,5,5,True,5,22
200,1,26,147.0,166.0,-2.248,-0.908,amorphous,28,0,True,5,22
200,1,27,35.08,272.26,1.615,-0.747,amorphous,19,5,True,5,22
200,1,28,240.36,154.65,-14.727,-0.269,amorphous,13,5,True,5,22
201,1,26,144.75,165.09,-2.248,-0.908,amorphous,28,1,True,5,22
201,1,27,42.0,173.0,2.058,-8.957,amorphous,20,0,True,5,22
202,0,26,142.5,164.18,-2.248,-0.908,amorphous,28,2,True,5,22
202,0,27,44.06,164.04,2.058,-8.957,amorphous,20,1,True,5,22
203,0,26,140.25,163.28,-2.248,-0.908,amorphous,28,3,True,5,22
203,0,27,46.12,155.09,2.058,-8.957,amorphous,20,2,True,5,22
204,1,26,138.01,162.37,-2.248,-0.908,amorphous,28,4,True,5,22
204,1,27,12.0,176.0,-3.971,-3.978,amorphous,21,0,True,5,22
205,0,26,135.76,161.46,-2.248,-0.908,amorphous,28,5,True,5,22
205,0,27,8.03,172.02,-3.971,-3.978,amorphous,21,1,True,5,22
206,0,27,4.06,168.04,-3.971,-3.978,amorphous,21,2,True,5,22
207,0,27,0.09,164.06,-3.971,-3.978,amorphous,21,3,True,5,22
208,0,27,-3.88,160.09,-3.971,-3.978,amorphous,21,4,True,5,22
209,0,27,-7.86,156.11,-3.971,-3.978,amorphous,21,5,True,5,22
226,1,30,624.0,116.0,0.0,0.0,amorphous,1,0,False,5,22
227,1,30,631.0,114.0,7.0,-2.0,amorphous,2,0,True,5,23
